transaction,actual,budgeted,date,subcategory
ABSA BANK,177.61210381,280.0,2018-08-15,COLLECTIONS
STD BANK,1.0144171,,2018-08-15,COLLECTIONS
BIDVEST/BROLL PAYMENTS,-43.18797905,-43.18797905,2018-08-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-44.31611376,-44.31611376,2018-08-15,ACCOUNTS PAYABLE
STD BANK,2.20662881,,2018-08-17,COLLECTIONS
ABSA BANK,85.18491043,150.0,2018-08-17,COLLECTIONS
TRUDON COLLECTIONS REFUND,-62.605292,-62.605292,2018-08-17,OTHER INFLOWS
AP PAYMENTS,-16.96138191,-18.88316784,2018-08-17,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.40423254,-0.43154016,2018-08-17,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.12780452,-0.12780452,2018-08-21,ACCOUNTS PAYABLE
MONEY MARKET FEES,-2.23947145,-2.23947145,2018-08-21,TREASURY PAYMENTS
BIDVEST/BROLL PAYMENTS,-64.460655,-64.460655,2018-08-21,ACCOUNTS PAYABLE
ABSA BANK,71.94801548,100.0,2018-08-21,COLLECTIONS
AP PAYMENTS,-36.3000002,-36.30212998,2018-08-21,ACCOUNTS PAYABLE
STD BANK,1.67995984,,2018-08-21,COLLECTIONS
STD BANK,1.20001686,,2018-08-23,COLLECTIONS
ABSA BANK,71.61370031,80.0,2018-08-23,COLLECTIONS
AP PAYMENTS,-4.98764626,-5.04426976,2018-08-23,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.2839924,-0.2839924,2018-08-23,ACCOUNTS PAYABLE
TELKOM MOBILE & DOMESTIC OPERATORS ,-6.68243902,-6.68243902,2018-08-23,ACCOUNTS PAYABLE
PENSIONS,-52.61201882,-52.61201882,2018-08-23,STAFF COSTS
UNIONS,-0.28728,-0.28728,2018-08-23,STAFF COSTS
STD BANK,2.9464389,,2018-08-27,COLLECTIONS
ABSA BANK,89.76820385,150.0,2018-08-27,COLLECTIONS
AP PAYMENTS,-0.2103261,-0.4,2018-08-27,ACCOUNTS PAYABLE
OTHER ,0.15346619,,2018-08-27,STAFF COSTS
INTEREST BONDS/CPs,-9.16821918,-9.16821918,2018-08-27,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.36267878,-0.36267878,2018-08-29,ACCOUNTS PAYABLE
STD BANK,1.733844,,2018-08-29,COLLECTIONS
ABSA BANK,198.116242,161.0,2018-08-29,COLLECTIONS
AP PAYMENTS,-0.95149914,-1.11732122,2018-08-29,ACCOUNTS PAYABLE
EXCH. RATE DIFF,116.23,116.23,2018-08-31,TREASURY PAYMENTS
OTHER ,-0.16,-0.16,2018-08-31,STAFF COSTS
OTHER EMPLOYEE COSTS,-6.93779086,-6.93779086,2018-08-31,STAFF COSTS
MEDICAL SCHEMES incl. PENSIONERS,-36.88075479,-36.88075479,2018-08-31,STAFF COSTS
PENSIONS,-0.216111,-0.216111,2018-08-31,STAFF COSTS
VAT,-83.92276027,-83.92276027,2018-08-31,SARS
WHOLESALE FOREX PAYMENTS,-35.84761581,-35.84761581,2018-08-31,WHOLESALE PAYMENTS
INTERNATIONAL ROAMING (GSM)  - ,-252.81120909,-252.81120909,2018-08-31,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.74954653,-0.39701315,2018-08-31,ACCOUNTS PAYABLE
BCX,-630.48326502,-630.48326502,2018-08-31,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-528.0320336,-528.0320336,2018-08-31,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-22.41338842,-22.41338842,2018-08-31,ACCOUNTS PAYABLE
AP PAYMENTS,-1225.93,-1146.06503328,2018-08-31,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,2.83,,2018-08-31,OTHER INFLOWS
WHOLESALE FX RECEIPTS,19.57326614,19.57326614,2018-08-31,OTHER INFLOWS
ABSA BANK,808.15294969,400.0,2018-08-31,COLLECTIONS
TELKOM MOBILE & DOMESTIC OPERATORS ,-0.35867063,-0.35867063,2018-08-31,ACCOUNTS PAYABLE
STD BANK,2.76495729,,2018-08-31,COLLECTIONS
INTEREST LOANS,-3.12123288,-3.12123288,2018-09-03,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.02618684,-0.05,2018-09-03,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.4883561,-0.04883561,2018-09-03,TREASURY PAYMENTS
LOCAL INTEREST ON CALL,3.73,3.73,2018-09-03,OTHER INFLOWS
ABSA BANK,106.85419617,180.0,2018-09-03,COLLECTIONS
STD BANK,0.42532678,,2018-09-03,COLLECTIONS
AP PAYMENTS,-0.2241044,-0.35,2018-09-03,ACCOUNTS PAYABLE
STD BANK,1.28251658,,2018-09-05,COLLECTIONS
ABSA BANK,104.7259019,130.0,2018-09-05,COLLECTIONS
AP PAYMENTS,-0.41368366,-0.51640665,2018-09-05,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.58359835,-0.58359335,2018-09-05,ACCOUNTS PAYABLE
MONEY MARKET SWAP,-0.435712,-0.435712,2018-09-05,TREASURY PAYMENTS
INTEREST BONDS/CPs,-32.10637677,-32.10637677,2018-09-05,TREASURY PAYMENTS
STD BANK,2.18782578,,2018-09-07,COLLECTIONS
ABSA BANK,109.89561575,130.0,2018-09-07,COLLECTIONS
AP PAYMENTS,-44.49458404,-44.22831979,2018-09-07,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.53255304,-0.51080384,2018-09-07,ACCOUNTS PAYABLE
"E-FILLING (PAYE, SDL & UIF)",-104.55087697,-104.55087697,2018-09-07,STAFF COSTS
SUNDRY PAYMENTS,-0.2061197,-0.20596838,2018-09-11,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.40310861,-0.40310861,2018-09-11,TREASURY PAYMENTS
ABSA BANK,69.74441291,80.0,2018-09-11,COLLECTIONS
STD BANK,1.98592634,,2018-09-11,COLLECTIONS
AP PAYMENTS,-2.26432962,-7.30403162,2018-09-11,ACCOUNTS PAYABLE
STD BANK,1.22106356,,2018-09-13,COLLECTIONS
ABSA BANK,98.79378061,85.0,2018-09-13,COLLECTIONS
INTEREST ON CARRIES,0.6810948,0.6810948,2018-09-13,OTHER INFLOWS
AP PAYMENTS,-0.15600625,-0.2681315,2018-09-13,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.23186885,-0.23186885,2018-09-13,ACCOUNTS PAYABLE
STD BANK,2.03409561,,2018-09-17,COLLECTIONS
ABSA BANK,90.20413378,100.0,2018-09-17,COLLECTIONS
AP PAYMENTS,-0.16652451,-0.38976782,2018-09-17,ACCOUNTS PAYABLE
OTHER ,0.10492196,,2018-09-17,STAFF COSTS
MONEY MARKET SWAP,-1.67171988,-1.67171988,2018-09-17,TREASURY PAYMENTS
INTEREST LOANS,-22.516267120000002,-22.516267120000002,2018-09-17,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.42980187,-0.42974187,2018-09-19,ACCOUNTS PAYABLE
AP PAYMENTS,-2.38377021,-2.51918637,2018-09-19,ACCOUNTS PAYABLE
ABSA BANK,70.92656629,80.0,2018-09-19,COLLECTIONS
STD BANK,1.16729054,,2018-09-19,COLLECTIONS
TRUDON COLLECTIONS REFUND,-54.35107176,-54.35107176,2018-09-19,OTHER INFLOWS
STD BANK,2.14489183,,2018-09-21,COLLECTIONS
ABSA BANK,36.80212204,240.0,2018-09-21,COLLECTIONS
LOCAL INTEREST ON CALL,1.05942663,1.05942663,2018-09-21,OTHER INFLOWS
AP PAYMENTS,-59.62564289,-55.25258918,2018-09-21,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-81.840915,-81.840915,2018-09-21,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.35832723,-0.40286889,2018-09-21,ACCOUNTS PAYABLE
TELKOM MOBILE & DOMESTIC OPERATORS ,-8.2217432,-8.2217432,2018-09-21,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-0.63247627,-0.63247627,2018-09-21,ACCOUNTS PAYABLE
PENSIONS,-52.57340646,-52.57340646,2018-09-21,STAFF COSTS
UNIONS,-0.286,-0.286,2018-09-21,STAFF COSTS
INTEREST BONDS/CPs,-13.60382893,-13.60382893,2018-09-21,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.23271133,-0.232744,2018-09-26,ACCOUNTS PAYABLE
STD BANK,3.94291572,,2018-09-26,COLLECTIONS
ABSA BANK,190.15706442,130.0,2018-09-26,COLLECTIONS
AP PAYMENTS,-0.83564978,-0.867256,2018-09-26,ACCOUNTS PAYABLE
STD BANK,3.67711982,,2018-09-28,COLLECTIONS
EXCH. RATE DIFF,63.6,63.6,2018-09-28,TREASURY PAYMENTS
OTHER ,0.59769306,,2018-09-28,STAFF COSTS
MEDICAL SCHEMES incl. PENSIONERS,-36.74259969,-36.74259969,2018-09-28,STAFF COSTS
PENSIONS,-0.38084532,-0.38084532,2018-09-28,STAFF COSTS
VAT,-0.2905452,-0.2905452,2018-09-28,SARS
WHOLESALE FOREX PAYMENTS,-35.17972334,-35.17972334,2018-09-28,WHOLESALE PAYMENTS
OTHER EMPLOYEE COSTS,-6.9710069,-6.9710069,2018-09-28,STAFF COSTS
BCX,-598.10871413,-598.10871413,2018-09-28,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.55149856,-0.41765254,2018-09-28,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-440.03015943,-440.03015943,2018-09-28,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-50.26096765,-50.26096765,2018-09-28,ACCOUNTS PAYABLE
AP PAYMENTS,-965.43623485,-967.33275395,2018-09-28,ACCOUNTS PAYABLE
WHOLESALE FX RECEIPTS,10.51375197,10.51375197,2018-09-28,OTHER INFLOWS
OTHER / TELKOM MOBILE,238.89293399,,2018-09-28,COLLECTIONS
ABSA BANK,372.46728223,649.0,2018-09-28,COLLECTIONS
TELKOM MOBILE & DOMESTIC OPERATORS ,-0.19056259,-0.19056259,2018-09-28,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.04726047,-0.04726047,2018-10-01,TREASURY PAYMENTS
INTEREST LOANS,-1.60391096,-3.02054795,2018-10-01,TREASURY PAYMENTS
INTERNATIONAL ROAMING (GSM)  - ,-80.52875,-80.52875,2018-10-01,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,5.77351372,5.77351372,2018-10-01,OTHER INFLOWS
BIDVEST/BROLL PAYMENTS,-5.813939,-5.813939,2018-10-01,ACCOUNTS PAYABLE
AP PAYMENTS,-0.34531018,-0.357311,2018-10-01,ACCOUNTS PAYABLE
ABSA BANK,561.47286352,220.0,2018-10-01,COLLECTIONS
STD BANK,2.83797035,,2018-10-01,COLLECTIONS
SUNDRY PAYMENTS,-0.0265966,,2018-10-01,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.00651192,-0.00651192,2018-10-03,TREASURY PAYMENTS
ABSA BANK,62.70555993,130.0,2018-10-03,COLLECTIONS
AP PAYMENTS,-0.16549135,-0.27714098,2018-10-03,ACCOUNTS PAYABLE
STD BANK,1.56112061,,2018-10-03,COLLECTIONS
SUNDRY PAYMENTS,-0.67326254,-0.67285902,2018-10-03,ACCOUNTS PAYABLE
STD BANK,2.24561064,,2018-10-05,COLLECTIONS
ABSA BANK,197.90538128,170.0,2018-10-05,COLLECTIONS
AP PAYMENTS,-19.75068587,-19.75054472,2018-10-05,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.66940241,-0.66668682,2018-10-05,ACCOUNTS PAYABLE
"E-FILLING (PAYE, SDL & UIF)",-78.69276846,-78.69276846,2018-10-05,STAFF COSTS
STD BANK,2.25670362,,2018-10-09,COLLECTIONS
ABSA BANK,57.334216,80.0,2018-10-09,COLLECTIONS
AP PAYMENTS,-1.13830343,-1.23986126,2018-10-09,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.56013874,-0.56013874,2018-10-09,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.29763253,-0.29763253,2018-10-11,ACCOUNTS PAYABLE
AP PAYMENTS,-2.99877901,-3.05236747,2018-10-11,ACCOUNTS PAYABLE
STD BANK,1.29135044,,2018-10-11,COLLECTIONS
ABSA BANK,83.77401662,130.0,2018-10-11,COLLECTIONS
STD BANK,1.66766526,,2018-10-15,COLLECTIONS
ABSA BANK,149.12468726,150.0,2018-10-15,COLLECTIONS
OTHER / TELKOM MOBILE,17.90850981,,2018-10-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,20.49917567,,2018-10-15,COLLECTIONS
WHOLESALE FX RECEIPTS,11.12063667,11.12063667,2018-10-15,OTHER INFLOWS
AP PAYMENTS,-81.84405339,-81.90594035,2018-10-15,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-57.64405965,-57.64405965,2018-10-15,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-16.13452864,-16.13452864,2018-10-15,WHOLESALE PAYMENTS
EXCH. RATE DIFF,-76.8813,-76.8813,2018-10-15,TREASURY PAYMENTS
AP FOREX PAYMENTS,-54.13607481,-54.13607481,2018-10-15,ACCOUNTS PAYABLE
AP PAYMENTS,-3.99768502,-4.01659256,2018-10-17,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-103.34528027,-103.34528027,2018-10-17,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.40007488,-0.40007488,2018-10-17,TREASURY PAYMENTS
STD BANK,1.4327667,,2018-10-17,COLLECTIONS
ABSA BANK,106.79616945,70.0,2018-10-17,COLLECTIONS
SUNDRY PAYMENTS,-0.53890388,-0.53812717,2018-10-17,ACCOUNTS PAYABLE
MTN / VODACOM / CELL-C / NEOTEL,30.47133002,,2018-10-17,COLLECTIONS
AP PAYMENTS,-21.68241829,-20.41056975,2018-10-19,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-1.11666796,-0.52568988,2018-10-19,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,17.64172528,,2018-10-19,COLLECTIONS
ABSA BANK,147.37228012,140.0,2018-10-19,COLLECTIONS
STD BANK,2.24708737,,2018-10-19,COLLECTIONS
TRUDON COLLECTIONS REFUND,-56.43374037,-56.43374037,2018-10-19,OTHER INFLOWS
STD BANK,1.98481587,,2018-10-23,COLLECTIONS
ABSA BANK,56.07766407,92.0,2018-10-23,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,27.71227979,,2018-10-23,COLLECTIONS
AP PAYMENTS,-0.39262864,-0.69816929,2018-10-23,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-70.535111,-70.535111,2018-10-23,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.96671971,-0.96671971,2018-10-23,ACCOUNTS PAYABLE
SALARIES,-211.02919651,-211.02919651,2018-10-25,STAFF COSTS
INTEREST LOANS,-27.17324384,-27.17324384,2018-10-25,TREASURY PAYMENTS
BONDS,-14.33767278,-14.33767278,2018-10-25,STAFF COSTS
OTHER EMPLOYEE COSTS,-1.52006648,-1.52006648,2018-10-25,STAFF COSTS
TELKOM MOBILE & DOMESTIC OPERATORS ,-5.32545992,-8.2570207,2018-10-25,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.29941114,-0.29941114,2018-10-25,ACCOUNTS PAYABLE
AP PAYMENTS,-2.00612088,-2.00612088,2018-10-25,ACCOUNTS PAYABLE
ABSA BANK,188.37378269,150.0,2018-10-25,COLLECTIONS
STD BANK,1.50400309,,2018-10-25,COLLECTIONS
INTERNATIONAL ROAMING (GSM)  - ,-0.65051151,-0.65051151,2018-10-25,ACCOUNTS PAYABLE
STD BANK,3.06704473,,2018-10-29,COLLECTIONS
ABSA BANK,100.13466235,100.0,2018-10-29,COLLECTIONS
AP PAYMENTS,-0.25147794,-0.4,2018-10-29,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.35453399,-0.32795827,2018-11-01,ACCOUNTS PAYABLE
AP PAYMENTS,-22.00903935,-22.52204173,2018-11-01,ACCOUNTS PAYABLE
INTEREST LOANS,-3.12151815,-3.16845411,2018-11-01,TREASURY PAYMENTS
OTHER / TELKOM MOBILE,251.46749453,135.0,2018-11-01,COLLECTIONS
ABSA BANK,187.14668737,100.0,2018-11-01,COLLECTIONS
STD BANK,2.11239228,,2018-11-01,COLLECTIONS
LOCAL INTEREST ON CALL,10.51784247,10.51784247,2018-11-01,OTHER INFLOWS
STD BANK,2.18202348,,2018-11-05,COLLECTIONS
ABSA BANK,151.84099195,130.0,2018-11-05,COLLECTIONS
AP PAYMENTS,-0.26573833,-0.4,2018-11-05,ACCOUNTS PAYABLE
STD BANK,1.39457862,,2018-11-07,COLLECTIONS
ABSA BANK,87.52769403,68.0,2018-11-07,COLLECTIONS
AP PAYMENTS,-3.41518425,-3.49160281,2018-11-07,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.40481792,-0.410132,2018-11-07,ACCOUNTS PAYABLE
"E-FILLING (PAYE, SDL & UIF)",-79.4982648,-79.4982648,2018-11-07,STAFF COSTS
STD BANK,2.58058712,,2018-11-09,COLLECTIONS
ABSA BANK,121.76878344,150.0,2018-11-09,COLLECTIONS
AP PAYMENTS,-66.8185535,-67.0116551,2018-11-09,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.56802407,-0.56833657,2018-11-09,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.40179653,-0.40179653,2018-11-09,TREASURY PAYMENTS
INTERNATIONAL ROAMING (GSM)  - ,-0.86269852,-0.86269852,2018-11-09,ACCOUNTS PAYABLE
TELKOM MOBILE & DOMESTIC OPERATORS ,-0.157309,-0.15730981,2018-11-09,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.20252245,-0.20252245,2018-11-13,ACCOUNTS PAYABLE
STD BANK,2.35194978,,2018-11-13,COLLECTIONS
AP PAYMENTS,-7.53497747,-7.69747755,2018-11-13,ACCOUNTS PAYABLE
ABSA BANK,116.74340966,80.0,2018-11-13,COLLECTIONS
STD BANK,0.64496422,,2018-11-15,COLLECTIONS
ABSA BANK,168.81372025,200.0,2018-11-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,18.5893948,,2018-11-15,COLLECTIONS
WHOLESALE FX RECEIPTS,15.63857964,15.63857964,2018-11-15,OTHER INFLOWS
AP PAYMENTS,-226.13568312,-226.17064018,2018-11-15,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-50.938294139999996,-50.938294139999996,2018-11-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-69.36644428,-69.36644428,2018-11-15,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.29136826,-0.29106568,2018-11-15,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-8.53640488,-8.53640488,2018-11-15,WHOLESALE PAYMENTS
EXCH. RATE DIFF,179.99,179.99,2018-11-15,TREASURY PAYMENTS
AP PAYMENTS,-0.19874789,-0.21066604,2018-11-19,ACCOUNTS PAYABLE
ABSA BANK,111.51486038,100.0,2018-11-19,COLLECTIONS
STD BANK,1.96340816,,2018-11-19,COLLECTIONS
TRUDON COLLECTIONS REFUND,-53.78933396,-53.78933396,2018-11-19,OTHER INFLOWS
STD BANK,1.60718822,,2018-11-21,COLLECTIONS
ABSA BANK,48.23516083,65.0,2018-11-21,COLLECTIONS
AP PAYMENTS,-10.76085449,-3.19427301,2018-11-21,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.40572699,-0.40572699,2018-11-21,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.29301341,-0.29301341,2018-11-21,TREASURY PAYMENTS
OTHER EMPLOYEE COSTS,-1.44223193,-1.44223193,2018-11-23,STAFF COSTS
VSP/VERP,-203.169534,-203.169534,2018-11-23,STAFF COSTS
SALARIES,-194.97920341,-194.70550755,2018-11-23,STAFF COSTS
AP PAYMENTS,-16.23180474,-16.43535592,2018-11-23,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-23.47511822,-23.47511822,2018-11-23,ACCOUNTS PAYABLE
BONDS,-13.72225238,-13.72225238,2018-11-23,STAFF COSTS
STD BANK,3.02056625,,2018-11-23,COLLECTIONS
SUNDRY PAYMENTS,-0.26397786,-0.6,2018-11-23,ACCOUNTS PAYABLE
ABSA BANK,116.68661083,150.0,2018-11-23,COLLECTIONS
STD BANK,1.26057685,,2018-11-27,COLLECTIONS
ABSA BANK,93.52956997,90.0,2018-11-27,COLLECTIONS
AP PAYMENTS,-0.30570184,,2018-11-27,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.16681967,,2018-11-27,ACCOUNTS PAYABLE
OTHER ,0.12599403,,2018-11-27,STAFF COSTS
ABSA BANK,129.87830893,220.0,2018-11-29,COLLECTIONS
OTHER / TELKOM MOBILE,9.15486825,,2018-11-29,COLLECTIONS
AP PAYMENTS,-1.28180661,-1.85774955,2018-11-29,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-44.1786435,-44.1786435,2018-11-29,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.34776005,-0.34776005,2018-11-29,ACCOUNTS PAYABLE
STD BANK,0.98007341,,2018-11-29,COLLECTIONS
INTEREST LOANS,-3.04794519,-3.04794519,2018-12-03,TREASURY PAYMENTS
OTHER ,1.02179243,,2018-12-03,STAFF COSTS
SUNDRY PAYMENTS,-0.02580446,,2018-12-03,ACCOUNTS PAYABLE
STD BANK,1.19779081,,2018-12-03,COLLECTIONS
DIVIDENDS,-232.17545959,-232.17545959,2018-12-03,ADHOC PAYMENTS
AP PAYMENTS,-0.15562984,-0.3,2018-12-03,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,10.87104144,10.87104144,2018-12-03,OTHER INFLOWS
ABSA BANK,141.65532378,160.0,2018-12-03,COLLECTIONS
INTEREST BONDS/CPs,-12.8377714,-12.8377714,2018-12-05,TREASURY PAYMENTS
MONEY MARKET SWAP,-0.28338148,-0.28338148,2018-12-05,TREASURY PAYMENTS
STD BANK,1.51517036,,2018-12-05,COLLECTIONS
AP PAYMENTS,-0.76016723,-0.89067752,2018-12-05,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.60952424,-0.60932248,2018-12-05,ACCOUNTS PAYABLE
ABSA BANK,243.97846617,70.0,2018-12-05,COLLECTIONS
STD BANK,3.62087569,,2018-12-07,COLLECTIONS
ABSA BANK,108.55704412,130.0,2018-12-07,COLLECTIONS
AP PAYMENTS,-30.05097908,-31.20773576,2018-12-07,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-41.96452655,-41.96452655,2018-12-07,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.55382229,-0.61452144,2018-12-07,ACCOUNTS PAYABLE
"E-FILLING (PAYE, SDL & UIF)",-96.21321625,-96.21321625,2018-12-07,STAFF COSTS
STD BANK,2.28862234,,2018-12-11,COLLECTIONS
ABSA BANK,84.53385635,90.0,2018-12-11,COLLECTIONS
AP PAYMENTS,-5.6412899,-5.82071657,2018-12-11,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.27928343,-0.27928343,2018-12-11,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.28356136,-0.28356136,2018-12-13,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.29818113,-0.29818113,2018-12-13,ACCOUNTS PAYABLE
STD BANK,1.76048559,,2018-12-13,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,50.71819093,,2018-12-13,COLLECTIONS
OTHER / TELKOM MOBILE,6.18901855,,2018-12-13,COLLECTIONS
ABSA BANK,128.21450385,100.0,2018-12-13,COLLECTIONS
AP PAYMENTS,-2.32406068,-2.50181887,2018-12-13,ACCOUNTS PAYABLE
INTEREST LOANS,-20.85463561,-20.85463561,2018-12-18,TREASURY PAYMENTS
MONEY MARKET SWAP,-1.39909317,-1.39909317,2018-12-18,TREASURY PAYMENTS
VSP/VERP,0.28030664,,2018-12-18,STAFF COSTS
AP PAYMENTS,-1.52580109,-1.64154117,2018-12-18,ACCOUNTS PAYABLE
BIDVEST/BROLL PAYMENTS,-69.82686,-69.82686,2018-12-18,ACCOUNTS PAYABLE
BCX,-364.53159883,-364.53159883,2018-12-18,ACCOUNTS PAYABLE
STD BANK,3.42022374,,2018-12-18,COLLECTIONS
ABSA BANK,137.24976982,150.0,2018-12-18,COLLECTIONS
ABSA BANK,123.03891607,150.0,2018-12-20,COLLECTIONS
AP PAYMENTS,-2.62182109,-2.6858274,2018-12-20,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.34032673,-0.34032673,2018-12-20,ACCOUNTS PAYABLE
BONDS,-13.69078335,-13.69078335,2018-12-20,STAFF COSTS
SALARIES,-233.91856335,-233.91856335,2018-12-20,STAFF COSTS
DIRECTOR'S FEES,-0.06313722,-0.06313722,2018-12-20,TREASURY PAYMENTS
STD BANK,2.01349719,,2018-12-20,COLLECTIONS
OTHER EMPLOYEE COSTS,-1.43449917,-1.43449917,2018-12-20,STAFF COSTS
STD BANK,0.93314337,,2018-12-24,COLLECTIONS
ABSA BANK,48.09749526,230.0,2018-12-24,COLLECTIONS
OTHER ,0.12075776,,2018-12-24,STAFF COSTS
AP FOREX PAYMENTS,-507.71784417,-507.71784417,2018-12-28,ACCOUNTS PAYABLE
EXCH. RATE DIFF,-4.38569538,-4.38569538,2018-12-28,TREASURY PAYMENTS
OTHER ,0.50081352,,2018-12-28,STAFF COSTS
BIDVEST/BROLL PAYMENTS,-41.20686891,-41.20686891,2018-12-28,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,189.86487358,,2018-12-28,COLLECTIONS
ABSA BANK,165.08531978,263.0,2018-12-28,COLLECTIONS
AP PAYMENTS,-182.6630223,-184.24211954,2018-12-28,ACCOUNTS PAYABLE
STD BANK,1.48188551,,2018-12-28,COLLECTIONS
STD BANK,0.99987491,,2019-01-02,COLLECTIONS
ABSA BANK,88.02392778,185.0,2019-01-02,COLLECTIONS
LOCAL INTEREST ON CALL,4.34781506,4.34781506,2019-01-02,OTHER INFLOWS
INTEREST LOANS,-3.22739726,-3.22739726,2019-01-02,TREASURY PAYMENTS
STD BANK,1.98608754,,2019-01-04,COLLECTIONS
ABSA BANK,83.91288292,180.0,2019-01-04,COLLECTIONS
AP PAYMENTS,-1.0791671,-2.61581334,2019-01-04,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.04883561,-0.04883561,2019-01-08,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.52082102,-0.52252102,2019-01-08,ACCOUNTS PAYABLE
ABSA BANK,97.26221692,100.0,2019-01-08,COLLECTIONS
STD BANK,2.39450142,,2019-01-08,COLLECTIONS
AP PAYMENTS,-4.51160869,-4.54747898,2019-01-08,ACCOUNTS PAYABLE
STD BANK,1.54601768,,2019-01-10,COLLECTIONS
ABSA BANK,47.99168611,95.0,2019-01-10,COLLECTIONS
AP PAYMENTS,-2.53883206,-2.5792959,2019-01-10,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.1207041,-0.1207041,2019-01-10,ACCOUNTS PAYABLE
STD BANK,1.96866003,,2019-01-14,COLLECTIONS
ABSA BANK,42.99352407,250.0,2019-01-14,COLLECTIONS
OTHER / TELKOM MOBILE,15.17944874,,2019-01-14,COLLECTIONS
AP PAYMENTS,-6.10764983,-6.3,2019-01-14,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.21766732,-0.21766732,2019-01-16,ACCOUNTS PAYABLE
STD BANK,1.88220588,,2019-01-16,COLLECTIONS
AP PAYMENTS,-0.38508111,-0.62925022,2019-01-16,ACCOUNTS PAYABLE
